customer_id,customer_name,email,country,signup_date,customer_segment,lifetime_value
5977,Johnny Walker,hannahgonzalez@example.com,Mozambique,2025-12-09,Standard,387.89
5978,Kathryn Vargas,blackrichard@example.net,Lebanon,2023-03-19,Basic,245.88
5979,Jeffrey Wright,donna96@example.com,Papua New Guinea,2025-01-12,Basic,340.53
5980,Jason Wilcox,matthewcooper@example.org,Austria,2021-08-31,Standard,253.67
5981,Hannah Brown,orichardson@example.org,Equatorial Guinea,2025-05-03,Basic,346.78
5982,Michelle Atkins,megan48@example.net,Dominican Republic,2026-03-22,Basic,280.64
5983,Sandra Leach,khardy@example.com,Tanzania,2026-04-26,Standard,341.50
5984,Katie Clark,crawfordmary@example.net,Sudan,2022-07-21,Premium,536.02
5985,Kathryn Mcmillan,hughesthomas@example.com,Korea,2024-12-09,Standard,629.52
5986,Darrell Williams,brandttravis@example.org,Jordan,2021-12-10,Standard,76.52
5987,Jesse Gamble,wellschristina@example.net,Faroe Islands,2024-10-22,Premium,294.87
5988,Ricky Johnson,walterchristopher@example.org,Bahamas,2025-10-12,Basic,232.69
5989,Caroline Wilson,scottalan@example.org,Saint Lucia,2025-09-19,Basic,378.37
5990,Richard Day,danielguerrero@example.net,Tonga,2025-03-31,Premium,1542.96
5991,Chris Tate,josephwright@example.com,Russian Federation,2023-09-19,Basic,316.04
5992,James Holmes,ronald91@example.com,United Kingdom,2025-01-20,Basic,316.80
5993,Sandra Clark,nraymond@example.com,Georgia,2024-01-19,Standard,410.23
5994,Zachary Estes,cartersteven@example.net,British Indian Ocean Territory (Chagos Archipelago),2024-08-18,Standard,435.51
5995,Lisa Smith,jeffreyboyd@example.org,Tajikistan,2025-05-05,Standard,601.28
5996,Bryan Harrison,estephens@example.org,Honduras,2023-08-18,Basic,373.23
5997,Lauren Cruz,jessicaspence@example.com,Peru,2021-09-29,Standard,564.86
5998,Robin Coleman,ykelly@example.com,Vanuatu,2024-04-22,Standard,517.87
5999,Ryan Cole,caroline77@example.com,Liberia,2022-09-06,Premium,851.46
6000,Renee Hunter,barreralouis@example.net,Suriname,2023-09-02,Standard,240.78
6001,Matthew Wright,oyoung@example.net,Dominican Republic,2023-01-03,Standard,142.14
6002,Melissa House,ryanhart@example.com,Suriname,2023-04-21,Basic,303.17
6003,David Fuentes,jose60@example.net,Samoa,2025-05-22,Standard,272.31
6004,William Cooley,derekwright@example.org,Northern Mariana Islands,2023-04-11,Standard,184.26
6005,Melanie Silva,birdtonya@example.net,Western Sahara,2022-05-24,Standard,567.18
6006,Hannah Waters,wsanders@example.org,Azerbaijan,2024-03-04,Standard,591.44
6007,Kathleen Sutton,lgeorge@example.net,Bangladesh,2025-10-11,Standard,748.57
6008,Rachel Smith,jacobbates@example.org,Guatemala,2025-04-26,Standard,506.34
6009,Eric Weber,dcollins@example.org,Northern Mariana Islands,2024-05-05,Premium,420.02
6010,Kimberly Sanders,rodriguezscott@example.org,French Polynesia,2024-08-29,Premium,1650.94
6011,Sandra Bennett,james50@example.net,El Salvador,2022-02-18,Basic,63.75
6012,Lynn Chan,lmaynard@example.com,Algeria,2024-02-21,Basic,313.04
6013,Justin Vasquez,zamorajohn@example.org,Holy See (Vatican City State),2025-12-26,Standard,195.81
6014,Jerry Brown,dixondavid@example.org,Albania,2022-12-14,Basic,161.51
6015,Leonard Pham,jenniferwilliams@example.org,United States of America,2024-03-11,Standard,638.75
6016,Taylor Madden,geraldallen@example.net,Myanmar,2024-11-07,Standard,419.78
6017,Andrew Ellison,fyoung@example.com,United Arab Emirates,2025-02-23,Standard,489.70
6018,Diana Houston,michael51@example.org,Egypt,2025-11-29,Basic,168.25
6019,Gina Matthews,wleon@example.com,Samoa,2024-09-17,Premium,452.83
6020,Jason Lee,patrickhall@example.com,Saint Barthelemy,2023-02-25,Basic,236.31
6021,Alec Griffin,jose52@example.com,Tanzania,2024-11-14,Standard,87.30
6022,Keith Gutierrez,raymondmurray@example.com,Pakistan,2023-10-16,Basic,329.58
6023,Robert Chan,owashington@example.org,Swaziland,2025-11-04,Basic,71.11
6024,Eric Peterson,stacy48@example.com,Falkland Islands (Malvinas),2025-06-20,Premium,404.66
6025,Robert Robinson,duncanelizabeth@example.org,Guernsey,2025-04-15,Standard,625.27
6026,Joseph Williams,mhurley@example.org,Netherlands Antilles,2025-03-03,Standard,398.12
6027,Jennifer Garcia,duanebryant@example.org,Antigua and Barbuda,2023-02-09,Basic,267.37
6028,Ashley Thompson,tiffany38@example.com,Saudi Arabia,2023-12-22,Premium,1519.27
6029,Leonard Garcia,deborahcox@example.net,Bhutan,2026-08-01,Basic,195.66
6030,Cynthia Lowe,donnameyers@example.com,Brunei Darussalam,2023-03-15,Basic,319.31
6031,Brandi Tran MD,rodriguezheather@example.net,Chile,2025-02-26,Standard,188.08
6032,Natalie Taylor,aaronjohnson@example.org,Trinidad and Tobago,2022-10-22,Standard,401.31
6033,Kayla Pruitt,josephwilson@example.com,Montserrat,2022-01-22,Standard,545.71
6034,Bryan Espinoza,kennedychloe@example.org,Dominica,2022-10-03,Basic,308.07
6035,Mrs. Barbara Dennis,jamie53@example.com,Jersey,2022-06-14,Basic,376.17
6036,Shannon Ball,tina04@example.net,Vanuatu,2026-08-08,Basic,240.68
6037,Laura Garcia,fortega@example.com,Mexico,2022-06-10,Standard,292.49
6038,Kimberly Jones,kellyhughes@example.org,Suriname,2026-03-15,Standard,682.48
6039,James Harper,lewisryan@example.net,Finland,2024-10-31,Premium,471.23
6040,Yvette Keller,jhumphrey@example.net,Central African Republic,2022-09-13,Standard,86.56
6041,Charles Moore,jgonzalez@example.net,Croatia,2023-07-30,Standard,326.46
6042,Caitlin King,matthew28@example.com,Wallis and Futuna,2025-09-05,Standard,581.07
6043,Gregory Smith,steven17@example.com,Georgia,2022-09-08,Premium,671.39
6044,Aaron Ellis,elizabeth06@example.net,Gibraltar,2022-07-11,Standard,165.50
6045,Christopher Wright,josephhouston@example.net,Mauritania,2025-05-22,Premium,994.81
6046,James Ray,luis08@example.net,Qatar,2024-08-18,Basic,253.44
6047,Dr. Dennis Taylor,manningelizabeth@example.org,United States Minor Outlying Islands,2023-10-02,Standard,448.67
6048,Rickey Smith,lmcmillan@example.org,French Southern Territories,2022-08-03,Standard,589.07
6049,Jill Martinez,amy72@example.com,Maldives,2022-11-12,Premium,1452.06
6050,Jessica Bailey,adamwalton@example.net,Burkina Faso,2025-04-03,Basic,269.71
6051,Kristin Williams,andrewwells@example.net,Timor-Leste,2021-08-19,Standard,437.53
6052,Stephanie Jackson,carpenterdavid@example.org,Niue,2022-03-10,Standard,101.28
6053,Rebecca Hill,jamesreed@example.com,Liechtenstein,2024-06-09,Premium,1654.00
6054,Nicholas Burns,brianachung@example.org,Chad,2023-03-10,Standard,748.92
6055,Robert Mcintyre,timothyhoffman@example.org,Tanzania,2023-06-02,Standard,625.59
6056,William Duncan,masonsalazar@example.net,Papua New Guinea,2022-11-12,Basic,141.04
6057,Jeffrey Johnson,maryevans@example.net,Albania,2025-11-22,Basic,393.27
6058,Martin Smith,gbarton@example.com,Botswana,2025-07-19,Basic,170.96
6059,James Murphy,patrick88@example.net,South Africa,2024-07-16,Standard,573.57
6060,Candice Leonard,dave51@example.org,Burundi,2024-11-04,Standard,92.65
6061,Sydney Rivers,stuartbrandy@example.net,Korea,2026-06-13,Standard,199.72
6062,Douglas Rodriguez,lrodriguez@example.org,Dominica,2023-08-23,Premium,391.44
6063,Kathryn Freeman,wmartinez@example.net,Peru,2025-08-15,Standard,479.69
6064,Nicole Thomas,hhunter@example.net,Costa Rica,2022-12-16,Premium,353.56
6065,Chad Elliott,qweaver@example.com,Niue,2024-01-24,Basic,316.48
6066,William Cooley,lisadennis@example.net,Portugal,2025-06-05,Standard,158.52
6067,Marc Clay,linda19@example.com,Kazakhstan,2024-12-20,Standard,468.00
6068,Amber Mcdonald,greenechristopher@example.net,Romania,2025-05-03,Premium,252.30
6069,Jacob Robinson,ravenhanson@example.org,Niue,2026-04-13,Standard,588.43
6070,Derek Rosario,watsonamanda@example.net,Venezuela,2024-04-30,Basic,368.67
6071,Mrs. Sabrina Rodriguez,elizabeth87@example.org,Honduras,2022-02-28,Premium,1297.68
6072,Charles Valenzuela,rodriguezrachel@example.net,Senegal,2024-02-11,Basic,353.31
6073,Lisa Harper,hansonjessica@example.com,Greece,2024-12-20,Standard,686.77
6074,John Hall,jhenderson@example.org,Fiji,2022-09-23,Standard,142.79
6075,Jerry Baker,gravesashley@example.org,Tuvalu,2022-03-13,Standard,703.28
6076,Steven Wright,howardmonroe@example.org,Cayman Islands,2023-07-15,Standard,667.63
6077,Traci Carroll,christopher89@example.net,Palestinian Territory,2024-02-13,Premium,699.89
6078,Katelyn Valdez,michele17@example.net,Bouvet Island (Bouvetoya),2023-05-06,Basic,89.28
6079,Jennifer Grant,staffordrachel@example.com,Haiti,2024-08-16,Premium,1662.90
6080,Tyler Harris,christina08@example.org,New Caledonia,2026-01-02,Premium,1578.96
6081,Aaron Willis,faustin@example.net,Mauritania,2025-02-13,Premium,1449.96
6082,Wesley Jacobson,sandersbrianna@example.org,Iceland,2025-08-11,Standard,147.15
6083,Philip Huff,jasminegriffin@example.org,Guadeloupe,2024-06-07,Standard,709.27
6084,Alyssa Potts,andrew10@example.com,Kiribati,2022-03-01,Basic,129.13
6085,Jessica Bennett,smithlinda@example.com,Netherlands,2022-06-04,Standard,199.96
6086,Kimberly Murphy,rroberts@example.com,Portugal,2023-05-26,Basic,292.25
6087,Linda Miller,mindy66@example.net,Saint Barthelemy,2023-04-11,Premium,1454.29
6088,Tracey Scott,gmoses@example.org,Seychelles,2026-07-26,Standard,566.91
6089,Kayla Martinez,zburton@example.net,Saint Vincent and the Grenadines,2024-05-27,Premium,1337.13
6090,Zachary Burton,gregorymiller@example.com,Armenia,2024-10-02,Basic,285.68
6091,John Frank,marshallrodney@example.org,Saint Barthelemy,2022-06-23,Standard,350.34
6092,Joseph Wilson,martinscott@example.com,Bolivia,2026-01-10,Standard,665.67
6093,Kimberly Cole,larry46@example.com,Jordan,2025-07-12,Standard,567.65
6094,Alicia King,lindareed@example.com,Turkmenistan,2023-09-02,Basic,217.36
6095,Clifford Scott PhD,laura79@example.net,South Georgia and the South Sandwich Islands,2023-05-18,Standard,365.06
6096,Amy Berry,wallercarl@example.net,Romania,2022-12-08,Standard,337.20
6097,Laurie Smith,sarah44@example.net,Jamaica,2022-06-18,Basic,145.37
6098,Jacqueline Clayton,jbailey@example.net,Korea,2025-09-12,Premium,1708.61
6099,Natalie Bauer,ellisrichard@example.net,Iran,2024-01-17,Standard,465.37
6100,Sarah Newman,alexisbridges@example.org,Taiwan,2026-07-01,Standard,491.06
6101,Kevin Snyder,wmorse@example.net,Bahrain,2022-02-15,Basic,294.49
6102,Jacob Brown,okim@example.com,Czech Republic,2023-04-01,Standard,483.55
6103,Lori Moss,baxterashley@example.org,Kuwait,2022-03-18,Premium,355.51
6104,Jennifer Clark,michaelmckee@example.org,Belize,2023-12-02,Standard,579.08
6105,Jillian Villarreal,matthew13@example.org,Somalia,2026-06-18,Standard,464.22
6106,George Bauer,mandyknapp@example.org,Belize,2024-12-20,Basic,248.87
6107,Dr. Bethany Harris,dawnmeadows@example.org,Chad,2023-03-27,Basic,129.56
6108,Courtney Hill,truiz@example.org,Slovakia (Slovak Republic),2023-11-17,Basic,123.11
6109,Patricia Higgins,jeffrey11@example.com,Iraq,2023-02-01,Standard,106.43
6110,Erica Perry,rmorgan@example.org,Singapore,2024-02-28,Premium,796.68
6111,Taylor Young,edward96@example.com,Haiti,2026-05-15,Basic,139.56
6112,Arthur Cruz,jenniferclark@example.org,Central African Republic,2022-02-03,Premium,179.44
6113,Kristen Harrington,owenscody@example.org,Trinidad and Tobago,2026-07-31,Standard,149.77
6114,Samantha Koch,matthew41@example.org,Yemen,2025-08-22,Standard,354.02
6115,Christopher Gardner,sydneyschwartz@example.com,American Samoa,2025-11-20,Standard,376.78
6116,Kenneth Jones,joseph55@example.com,Ukraine,2023-10-19,Premium,1195.54
6117,Kevin Dawson,mauricejenkins@example.org,Bosnia and Herzegovina,2024-01-16,Premium,755.79
6118,Amanda Torres,hannah74@example.org,Norfolk Island,2026-07-06,Basic,176.34
6119,James Petty,jaredsmith@example.org,Colombia,2023-01-28,Standard,260.67
6120,David Moyer,powellpaul@example.org,Cuba,2024-12-03,Standard,653.99
6121,Robert Blanchard,sabrina99@example.net,Korea,2024-09-30,Premium,788.01
6122,Austin Jones,susanaustin@example.com,Sao Tome and Principe,2025-11-02,Standard,524.45
6123,Valerie Velazquez,jessicafisher@example.com,Japan,2024-10-07,Basic,127.40
6124,Mark Klein,lunaclarence@example.net,Tokelau,2026-08-10,Standard,259.88
6125,Blake Salazar,johnsonerin@example.com,India,2021-10-16,Premium,179.82
6126,Charlene Mclean,brenda66@example.net,Sudan,2023-08-13,Standard,116.45
6127,Alex Kelley,margaretbullock@example.net,Netherlands Antilles,2021-08-26,Basic,61.45
6128,Daniel Parker,vasquezwendy@example.net,Svalbard & Jan Mayen Islands,2025-03-28,Standard,270.12
6129,Joel Bauer,larry95@example.net,Zimbabwe,2022-06-07,Standard,669.88
6130,Dawn Young,martindiana@example.com,Guam,2025-01-12,Premium,614.94
6131,Dennis Warner,averyrichard@example.net,Malawi,2022-12-09,Standard,84.29
6132,Kimberly Fry,dustinlewis@example.net,Ethiopia,2025-01-03,Basic,230.65
6133,Rebecca Ramirez,yosborne@example.net,Georgia,2023-02-13,Standard,309.79
6134,Michael Thompson,steven99@example.org,Equatorial Guinea,2022-04-11,Standard,378.31
6135,Karen Robinson,nelsonrebecca@example.org,Kazakhstan,2023-08-18,Standard,261.04
6136,James Mcmahon,jasonburke@example.com,Estonia,2023-06-13,Standard,338.65
6137,Marcia Thomas,jennifer13@example.com,China,2025-10-22,Standard,223.88
6138,Jason Mcdonald,brianoliver@example.net,Kuwait,2024-06-03,Basic,46.17
6139,Logan Hardy,richard62@example.org,Rwanda,2024-01-03,Standard,402.98
6140,Theresa Hart,hodgeskrista@example.net,Zambia,2022-07-25,Standard,715.25
6141,Kelly Sutton,hicksjennifer@example.net,Gibraltar,2021-09-05,Standard,705.43
6142,Jonathan Patel,matthew50@example.com,Malawi,2022-03-17,Premium,1310.96
6143,Brandon Perry,vcosta@example.com,Sierra Leone,2026-07-07,Standard,540.69
6144,Benjamin Donovan,rhowe@example.com,Turkey,2025-03-11,Standard,519.35
6145,Robert Clayton,joseph56@example.com,Belize,2025-02-28,Basic,308.71
6146,Leslie Chavez,debrajones@example.com,Hungary,2025-05-12,Premium,1068.27
6147,Dennis Nguyen,lauren12@example.net,Cambodia,2022-04-24,Basic,126.84
6148,Valerie Marsh,anita31@example.org,Austria,2026-05-31,Standard,621.55
6149,Danielle Spencer,andrewknight@example.org,Palau,2026-03-24,Basic,280.64
6150,Andrew Love,natalie76@example.com,United States Virgin Islands,2025-07-11,Standard,489.18
6151,Robert Moon,mharrell@example.net,Mexico,2022-05-29,Basic,230.77
6152,Michael West,,Netherlands Antilles,2026-05-04,Standard,410.50
6153,Katherine Murphy,betty62@example.com,Papua New Guinea,2025-10-04,Standard,175.64
6154,Albert Wilson,robinsonmartin@example.org,Austria,2022-03-15,Premium,1385.38
6155,David Forbes,ydaniel@example.com,Mozambique,2022-09-22,Basic,191.10
6156,John Murphy,bevans@example.org,Norfolk Island,2022-01-16,Standard,399.69
6157,Catherine Jones,renee57@example.org,Andorra,2026-01-23,Standard,569.52
6158,Francisco Perez,sanderstanya@example.net,Saint Pierre and Miquelon,2024-11-09,Basic,192.95
6159,Stacy Larsen,logan26@example.net,Finland,2025-08-09,Standard,258.56
6160,Walter Velasquez,kimberly93@example.net,Canada,2025-07-31,Standard,346.32
6161,Madison Hansen,gwalter@example.net,Marshall Islands,2021-09-07,Basic,256.57
6162,Mark Peterson,alyssamitchell@example.com,Saint Martin,2022-08-04,Standard,139.86
6163,Matthew Francis,qgarcia@example.org,Jersey,2025-10-04,Standard,207.48
6164,Cynthia Wallace,flittle@example.com,Romania,2022-04-23,Standard,105.92
6165,Shaun Hopkins,brian94@example.org,Turks and Caicos Islands,2026-05-03,Standard,393.18
6166,Whitney Guzman,jwells@example.net,Tanzania,2022-01-11,Standard,300.06
6167,Katie Willis,kelsey05@example.com,Chile,2026-01-09,Standard,721.31
6168,Peter Mills,parkerkatrina@example.com,Bosnia and Herzegovina,2022-11-30,Premium,295.12
6169,Shannon Solomon,kfreeman@example.com,Tanzania,2025-07-17,Standard,167.47
6170,Todd Bishop,denniswilson@example.net,Cook Islands,2023-11-23,Standard,104.62
6171,Amanda Brown,emily47@example.com,Portugal,2022-10-16,Standard,436.11
6172,Marcus Levine,thomas91@example.com,Bosnia and Herzegovina,2026-02-18,Basic,76.94
6173,Rita Lopez,dillon67@example.com,Fiji,2022-02-15,Basic,237.48
6174,Richard Ramirez,wmoss@example.com,Moldova,2023-05-01,Basic,119.46
6175,Michael Garcia,joel11@example.org,Iraq,2025-08-21,Standard,325.34
6176,Robert Ewing,lancewhitehead@example.org,Jersey,2024-03-22,Premium,193.42
6177,Joshua Edwards,joshuasingh@example.org,Greece,2022-01-19,Standard,156.19
6178,Bradley Martin,heatherglover@example.net,Papua New Guinea,2025-06-24,Standard,472.32
6179,Anthony Davis,brandonmiller@example.com,Sudan,2023-02-21,Standard,216.13
6180,Justin Carney,gcarroll@example.net,Trinidad and Tobago,2025-09-02,Standard,234.78
6181,Chelsea Mason,joannethompson@example.com,Spain,2025-01-29,Premium,1443.53
6182,Scott Woods,hicksanthony@example.com,Aruba,2024-07-15,Basic,233.28
6183,Mathew Cox,jessica64@example.org,Greenland,2022-12-26,Standard,588.61
6184,Meghan Brown,paulhumphrey@example.net,Ghana,2025-09-25,Premium,1260.17
6185,Jennifer Graham,sandrasmith@example.net,China,2024-06-21,Standard,518.68
6186,Richard Ayala,cortezalexandra@example.com,Anguilla,2024-02-27,Standard,79.29
6187,Michael Clark,kari45@example.org,Myanmar,2023-10-23,Basic,334.14
6188,Steve Dunn,wattsstephanie@example.net,Gibraltar,2023-07-24,Standard,352.97
6189,Kathryn Huber,joshua27@example.net,Cook Islands,2023-09-18,Standard,134.88
6190,James Montes,christine41@example.net,Turkey,2025-01-02,Standard,699.25
6191,William Greene,justin51@example.com,Dominica,2026-02-03,Standard,363.30
6192,Carol Shannon,copelandryan@example.net,Sierra Leone,2025-08-11,Standard,315.91
6193,Michael Thomas,smithdana@example.net,Latvia,2024-04-17,Standard,544.76
6194,John Sparks,conniehenderson@example.net,Germany,2022-08-17,Premium,328.58
6195,Brittany Cisneros,andersonamy@example.com,Nigeria,2021-09-19,Standard,89.42
6196,Erica Herrera,kimstein@example.net,Ukraine,2022-05-12,Standard,191.15
6197,Charles Torres,josephroach@example.com,Thailand,2021-11-25,Standard,572.80
6198,Joseph Newman,kingamy@example.net,Nepal,2022-12-20,Basic,110.51
6199,Carol Santiago,ginalee@example.org,Macao,2026-04-24,Standard,164.52
6200,Paul Downs,guzmanashley@example.org,Aruba,2024-02-26,Standard,521.62
6201,Jordan Gonzalez,allenjeremy@example.net,Ghana,2025-03-11,Standard,165.80
6202,Cassandra Maxwell,ebony44@example.com,Bulgaria,2022-05-20,Premium,1611.78
6203,Anthony Baker,xpham@example.com,Chad,2026-02-26,Standard,498.31
6204,Lisa Dalton,anthonyvasquez@example.net,Tokelau,2025-08-23,Basic,147.85
6205,Kelly Logan,olarsen@example.org,Saint Martin,2021-11-12,Standard,178.90
6206,Whitney Williams,rivaskimberly@example.org,Afghanistan,2024-10-22,Premium,1594.32
6207,David Graham,xwebb@example.net,Guinea-Bissau,2024-07-09,Standard,80.15
6208,John Davis,wendy83@example.com,Seychelles,2026-06-19,Standard,434.80
6209,Cathy Ferguson,kimberly05@example.com,Nepal,2025-04-09,Standard,677.71
6210,Judy Gill,stevenrodgers@example.net,British Indian Ocean Territory (Chagos Archipelago),2022-05-19,Premium,1378.96
6211,Amanda Jacobs,imoore@example.org,Turkmenistan,2024-06-26,Standard,178.77
6212,Brooke Baker,karenmurphy@example.org,Trinidad and Tobago,2023-11-11,Premium,536.08
6213,William Hernandez,alvarezjessica@example.org,Bahrain,2022-03-05,Basic,135.81
6214,Gary Steele,sstevens@example.com,Egypt,2023-06-16,Standard,449.62
6215,Jason Baldwin,jorge99@example.net,Mongolia,2026-07-21,Standard,716.23
6216,Katherine Martinez,ffreeman@example.net,Ukraine,2025-10-30,Basic,363.63
6217,Amy Smith,tiffanyjoyce@example.net,Thailand,2022-04-16,Basic,394.39
6218,Monica Good,castrojeffrey@example.org,Ukraine,2024-04-12,Basic,96.66
6219,Barbara Flores,kristy03@example.net,Niue,2022-08-01,Basic,231.83
6220,Crystal Hahn,leemike@example.org,Bosnia and Herzegovina,2025-09-30,Standard,718.69
6221,Noah Rodriguez,laura04@example.net,United Arab Emirates,2024-03-09,Standard,487.39
6222,Susan Gardner,kmiles@example.net,Kyrgyz Republic,2022-10-03,Basic,140.50
6223,Maria Anderson,nfox@example.net,Cambodia,2026-02-24,Standard,219.55
6224,Robert Bates,kclark@example.org,Norfolk Island,2021-10-22,Basic,317.85
6225,Donald Patterson,mhoffman@example.org,Seychelles,2022-09-22,Premium,814.16
6226,James Jones,amy70@example.com,Pakistan,2023-07-06,Standard,436.43
6227,Kimberly Russell,joseph49@example.org,British Indian Ocean Territory (Chagos Archipelago),2024-05-05,Basic,354.90
6228,Brian Baker,scottbonilla@example.com,Grenada,2026-01-20,Premium,1268.87
6229,Noah Braun,foxderek@example.net,Gabon,2022-06-28,Basic,122.71
6230,Carlos Davidson,zpennington@example.org,Libyan Arab Jamahiriya,2025-01-25,Basic,381.84
6231,Brooke Mcdaniel,tonymoyer@example.net,Cameroon,2022-10-27,Premium,929.93
6232,Meredith Walker,chandlerpatrick@example.org,Mauritius,2022-05-28,Basic,249.04
6233,Peter Norton,canderson@example.com,Bouvet Island (Bouvetoya),2024-11-17,Basic,88.68
6234,Denise Johnson,jacquelineturner@example.com,Uruguay,2025-04-08,Standard,438.84
6235,Jessica Mosley,austinlaura@example.org,Eritrea,2025-01-24,Standard,160.34
6236,Jessica Garrett,sdavis@example.com,Saudi Arabia,2026-07-02,Basic,223.03
6237,Lisa Cunningham,mcastillo@example.com,Seychelles,2021-09-16,Standard,671.98
6238,Ronald Smith,milleralexander@example.org,Liberia,2025-11-11,Standard,447.79
6239,David Wiley,jessicaharris@example.net,El Salvador,2021-12-19,Standard,437.86
6240,Meghan Williams,jacobbrown@example.net,Benin,2024-09-25,Standard,299.15
6241,Michael Martin,deborah54@example.net,Puerto Rico,2023-05-13,Premium,455.84
6242,Patricia Barr,scottmcintyre@example.net,Netherlands Antilles,2025-10-18,Standard,648.92
6243,Robert Velasquez,enielsen@example.com,Georgia,2021-09-24,Standard,616.94
6244,Kristin Cole,david06@example.org,Cuba,2023-12-23,Standard,504.47
6245,Kim Martin,jbennett@example.org,Ghana,2026-07-01,Standard,496.77
6246,Stephanie Crane,stephensapril@example.com,Mongolia,2021-10-04,Premium,1310.45
6247,Jonathan Jones,benderrachel@example.org,Germany,2025-08-08,Standard,572.98
6248,Rachel Rodriguez,cmendoza@example.org,United Kingdom,2023-07-23,Standard,186.13
6249,Frederick Monroe,franklinjames@example.com,Bulgaria,2025-08-07,Standard,646.88
6250,Sharon Roberts,zchambers@example.net,Colombia,2026-01-11,Premium,1380.63
6251,Alyssa Kline,michaelterry@example.org,Aruba,2022-12-09,Basic,319.11
6252,Justin Jones,vincentsantos@example.org,French Guiana,2024-01-08,Standard,657.45
6253,Mary Jordan,bpalmer@example.org,Bhutan,2024-01-24,Basic,70.11
6254,Deborah Gilbert,nancyalvarez@example.org,Croatia,2024-01-18,Standard,575.98
6255,Melanie Bautista,alyssa41@example.net,Nepal,2025-04-18,Standard,129.72
6256,Lucas Kidd Jr.,lisa19@example.org,Afghanistan,2024-02-27,Standard,399.53
6257,Dr. Nicole Bell,christopher94@example.org,Holy See (Vatican City State),2026-04-18,Basic,198.03
6258,Nicole Reed,heatherbrown@example.org,Australia,2025-10-16,Basic,273.12
6259,Christopher Chavez,vmartin@example.com,Solomon Islands,2025-04-04,Premium,1168.58
6260,Amber Blankenship,christina12@example.org,Lebanon,2022-06-16,Basic,49.30
6261,Dustin Maxwell,sarah03@example.net,American Samoa,2023-11-17,Premium,731.51
6262,Casey King,charrison@example.org,Dominica,2024-09-15,Standard,152.73
6263,John Lee,moyerluis@example.org,Ireland,2022-08-15,Basic,272.42
6264,Jeffery Sullivan,thowell@example.org,New Caledonia,2025-01-31,Basic,133.89
6265,Tina Stevens,kcortez@example.net,Saint Kitts and Nevis,2022-03-03,Premium,1455.11
6266,Joseph Robinson,mitchellelizabeth@example.com,Gabon,2022-11-13,Standard,464.06
6267,Catherine Miller,patrick05@example.net,Mali,2023-01-06,Standard,406.52
6268,William Nelson,lindseymedina@example.com,Rwanda,2023-08-15,Basic,67.58
6269,Brandy Watkins,raven17@example.com,Turkey,2026-04-22,Standard,590.18
6270,Jennifer Perry,saramoss@example.com,Mauritania,2022-11-17,Standard,607.11
6271,Karen Guerrero,jeremy17@example.com,New Caledonia,2022-07-27,Standard,391.49
6272,Javier Kane,weavermadison@example.com,Indonesia,2022-08-14,Standard,390.44
6273,Nicole King,lgarcia@example.com,Grenada,2021-11-11,Premium,251.94
6274,Lisa Tucker,william53@example.com,Nauru,2024-08-14,Standard,672.91
6275,Joshua Dixon,simmonsrobert@example.net,Aruba,2024-09-24,Standard,504.75
6276,Brian Dunn,tmitchell@example.net,Lebanon,2022-08-01,Premium,1315.14
6277,John Chavez,kelly74@example.com,Uzbekistan,2025-01-08,Standard,176.22
6278,Andrew Carrillo,joan88@example.net,Comoros,2023-03-05,Standard,157.99
6279,Shannon Campbell,sarahnash@example.net,Haiti,2023-02-26,Standard,613.45
6280,Andrea Holloway,ecox@example.com,Austria,2026-03-08,Standard,743.70
6281,Hailey Raymond,fernandezlynn@example.org,Korea,2026-07-20,Standard,108.07
6282,Allison Grant,raymond16@example.net,Senegal,2025-06-19,Standard,189.91
6283,Tammy Williams,kwalters@example.org,Tokelau,2022-06-01,Standard,567.48
6284,Mr. Robert Clark,jessicawalker@example.net,Benin,2022-12-06,Standard,101.58
6285,Christopher Rosales,sarah28@example.net,China,2025-05-04,Standard,349.54
6286,Renee Jordan,jared79@example.com,United States Virgin Islands,2025-02-06,Standard,481.42
6287,Keith Smith,smithandrew@example.org,San Marino,2023-09-14,Standard,385.52
6288,Brandon Castro,thogan@example.net,Nigeria,2026-03-17,Standard,749.15
6289,Andrea Dudley,stephanieneal@example.com,Guatemala,2021-08-18,Basic,320.30
6290,Lisa Phillips,michaelchang@example.org,Burkina Faso,2025-09-05,Basic,348.22
6291,Heidi Harris,stephenhatfield@example.org,Liberia,2021-12-23,Standard,159.89
6292,Sharon Mcgee,bennettkeith@example.net,Sao Tome and Principe,2025-07-19,Premium,1438.14
6293,Alexander Wilkins,gallagherthomas@example.net,Aruba,2022-03-11,Basic,351.49
6294,Thomas Carter,osmith@example.com,Monaco,2026-03-01,Standard,431.79
6295,Bruce Paul,bryantkatherine@example.org,Bhutan,2026-04-04,Basic,369.48
6296,Courtney Vincent,josephjimenez@example.org,Bosnia and Herzegovina,2025-10-19,Basic,134.18
6297,Mark Franco,shaungarcia@example.org,Hong Kong,2023-01-05,Basic,386.37
6298,Jennifer Cruz,samanthalopez@example.net,Korea,2024-12-25,Standard,444.55
6299,Tiffany Anderson,zjohnson@example.net,French Guiana,2025-02-03,Standard,669.31
6300,Paula Gutierrez,michael50@example.org,Cambodia,2021-12-11,Standard,205.85
6301,Rebekah Lamb,sandra99@example.com,Bulgaria,2023-03-22,Basic,107.57
